event_date,empirical_period,rules,static_binary_brier,static_binary_log,static_categorical_log,static_multiclass_brier,selected_gp_binary_brier,selected_gp_binary_log,selected_gp_categorical_log,selected_gp_multiclass_brier,pool_binary_brier,pool_binary_log,pool_categorical_log,pool_multiclass_brier,market_binary_brier,market_binary_log,market_categorical_log,market_multiclass_brier
2026-07-09,external_validation,4,0.0637705189,0.2052122918,1.4257806646,0.7014757075,0.0636722070,0.2060207625,1.4355191835,0.7003942766,0.0627680694,0.1947194326,1.3137518028,0.6904487631,0.0642469318,0.1938499286,1.2876427703,0.7082835159
2026-07-10,external_validation,4,0.0710531825,0.2267661409,1.6116732399,0.7815850072,0.0703799968,0.2259344017,1.6074922634,0.7741799646,0.0535183339,0.1739494448,1.1586426388,0.5887016733,0.0503599375,0.1643043595,1.0789492320,0.5612542173
2026-07-11,external_validation,4,0.0615633233,0.1992270775,1.3759990182,0.6771965567,0.0624406080,0.2026642939,1.4075017916,0.6868466884,0.0517405871,0.1683160204,1.1113150369,0.5691464585,0.0490424659,0.1610179047,1.0542368210,0.5465201806
2026-07-12,external_validation,4,0.0747150789,0.2384787039,1.7154949627,0.8218658681,0.0737711834,0.2366873802,1.7025407072,0.8114830173,0.0625414079,0.1912467627,1.2738767019,0.6879554865,0.0608166477,0.1836113619,1.1966229129,0.6712925186
2026-07-13,external_validation,4,0.0804539598,0.2597091554,1.9112908619,0.8849935574,0.0787581950,0.2548000236,1.8688502900,0.8663401453,0.0594907797,0.1851357656,1.2353740770,0.6543985765,0.0562728750,0.1738107180,1.1343920929,0.6225057247
2026-07-14,external_validation,4,0.0613357624,0.1986918180,1.3719200410,0.6746933869,0.0622579958,0.2021829297,1.4036101174,0.6848379542,0.0929454913,0.2967019796,2.2269530497,1.0224004047,0.1056996761,0.3409530623,2.6142315352,1.1380342035
2026-07-15,external_validation,4,0.0859220476,0.2863734890,2.1702915907,0.9451425237,0.0864315119,0.2905540330,2.2137053212,0.9507466304,0.0872693061,0.2876933480,2.1720440021,0.9599623668,0.0894764830,0.2927047906,2.2058440628,0.9693387658
2026-07-16,external_validation,4,0.0943818273,0.3391821625,2.6996931088,1.0382001006,0.0941854047,0.3415289468,2.7275085289,1.0360394521,0.1066718063,0.4467693336,3.8039092520,1.1733898697,0.1120644545,0.5399977792,4.7897489821,1.2166678155
2026-07-17,external_validation,4,0.0624792501,0.2016678206,1.3961283039,0.6872717508,0.0639638352,0.2068151866,1.4421357061,0.7036021877,0.0669290142,0.2143849489,1.5054325626,0.7362191567,0.0687792500,0.2178525210,1.5285379125,0.7568444444
2026-07-18,external_validation,4,0.0722708072,0.2311578839,1.6520738038,0.7949788793,0.0732236286,0.2358415704,1.6975953119,0.8054599145,0.0631292100,0.2007670930,1.3806515346,0.6944213102,0.0609185909,0.1941899990,1.3227504685,0.6764311175
2026-07-19,external_validation,4,0.0615836445,0.1993340703,1.3771001355,0.6774200900,0.0621034500,0.2017664187,1.4001256604,0.6831379501,0.0568357924,0.1818483665,1.2200050585,0.6251937164,0.0554485625,0.1775798010,1.1832942452,0.6181822869
2026-07-20,external_validation,4,0.0661150982,0.2119297812,1.4830043625,0.7272660798,0.0676758819,0.2175455027,1.5338816818,0.7444347013,0.0796120353,0.2421007386,1.7134518425,0.8757323884,0.0836580625,0.2496922484,1.7618832650,0.9135710390
2026-07-21,external_validation,4,0.0611345333,0.1981713809,1.3676554812,0.6724798659,0.0620794741,0.2017006019,1.3995757397,0.6828742153,0.0596662255,0.1855487148,1.2369581377,0.6563284803,0.0598467614,0.1829260887,1.2036973005,0.6609938417
2026-07-22,external_validation,4,0.0845245191,0.2765660928,2.0706345493,0.9297697105,0.0824346489,0.2694953791,2.0067709209,0.9067811379,0.0867508966,0.2633899908,1.8978042855,0.9542598626,0.0901733864,0.2646338764,1.8742692145,0.9748116678
2026-07-23,external_validation,4,0.0755253204,0.2410892077,1.7386922983,0.8307785243,0.0740872857,0.2376362645,1.7107845756,0.8149601425,0.0542994161,0.1716529382,1.1259993995,0.5972935771,0.0517854716,0.1611568552,1.0294763000,0.5723721781
2026-07-24,external_validation,4,0.0637056330,0.2050441321,1.4248698140,0.7007619628,0.0645136739,0.2081605257,1.4534223440,0.7096504126,0.0488206525,0.1555601829,0.9937591272,0.5370271772,0.0462011818,0.1460213919,0.9125388513,0.5146964379
2026-07-25,external_validation,4,0.0744011715,0.2421856730,1.7610006113,0.8184128864,0.0732238393,0.2382239580,1.7251320029,0.8054622326,0.0744044955,0.2310071682,1.6310908904,0.8184494509,0.0763882898,0.2320900857,1.6213536114,0.8331861671
2026-07-26,external_validation,4,0.0640799976,0.2070284946,1.4444811262,0.7048799738,0.0654650907,0.2120047596,1.4893245520,0.7201159973,0.0644510885,0.2013960471,1.3779529184,0.7089619736,0.0648202159,0.2002861755,1.3604854858,0.7148658175
2026-07-27,external_validation,4,0.0933077038,0.3383350062,2.6971443729,1.0263847421,0.0936928555,0.3420960699,2.7368267269,1.0306214109,0.0879340171,0.2832849266,2.1160032212,0.9672741885,0.0890453864,0.2764701282,2.0234934919,0.9667520436
2026-07-28,external_validation,4,0.0611454127,0.1981532275,1.3673098699,0.6725995397,0.0625650660,0.2029823174,1.4100944171,0.6882157265,0.0535276650,0.1712727245,1.1286953393,0.5888043148,0.0511005909,0.1644555175,1.0736446272,0.5705998460
2026-07-29,external_validation,4,0.0666236506,0.2062992621,1.4168777491,0.7328601570,0.0664623620,0.2073301633,1.4298485210,0.7310859825,0.0712271516,0.2201489775,1.5334840696,0.7834986681,0.0759468920,0.2273719081,1.5708420843,0.8295852546
2026-07-30,external_validation,4,0.0655897923,0.2101283062,1.4669142188,0.7214877153,0.0671995416,0.2161310371,1.5219484780,0.7391949573,0.0689433922,0.2092183675,1.4274423065,0.7583773146,0.0706230511,0.2094036400,1.4107378233,0.7736315485
2026-07-31,external_validation,4,0.0657837449,0.2119605087,1.4865886507,0.7236211940,0.0672656095,0.2171505809,1.5330915834,0.7399217041,0.0889624993,0.2849396906,2.1260391912,0.9785874927,0.0958368920,0.3115462641,2.3671552277,1.0479790768
2026-08-01,external_validation,4,0.0748237966,0.2465627534,1.8075327706,0.8230617629,0.0743107602,0.2453458742,1.7976113048,0.8174183627,0.0638524916,0.1960622187,1.3203264800,0.7023774072,0.0635896989,0.1906843437,1.2612953674,0.6985911898
2026-08-02,external_validation,4,0.0748387556,0.2411698720,1.7455323946,0.8232263119,0.0760163872,0.2475317730,1.8083512171,0.8361802595,0.0769097913,0.2333174818,1.6369834255,0.8460077045,0.0782189943,0.2319514220,1.6072315709,0.8556636985
2026-08-03,external_validation,4,0.0668491649,0.2140105476,1.5006519700,0.7353408139,0.0662044442,0.2133347058,1.4980100255,0.7282488860,0.0585717098,0.1835431964,1.2230657610,0.6442888075,0.0571986932,0.1778647634,1.1703095134,0.6324178313
2026-08-04,external_validation,4,0.0944773225,0.3344100726,2.6461840605,1.0392505480,0.0918671732,0.3185765505,2.4883746300,1.0105389056,0.1011106878,0.3707919141,2.9996681875,1.1122175653,0.1047533864,0.3939489822,3.2263729099,1.1419254836
2026-08-05,external_validation,4,0.0842248717,0.2774833403,2.0830472977,0.9264735892,0.0818928132,0.2692290824,2.0077590924,0.9008209456,0.0731120332,0.2289897850,1.6203255724,0.8042323655,0.0723631591,0.2228300887,1.5548401122,0.7932126361
2026-08-06,external_validation,4,0.0934812062,0.3364126683,2.6747656571,1.0282932683,0.0912985038,0.3206353445,2.5149390405,1.0042835415,0.0765608782,0.2339123309,1.6462429026,0.8421696601,0.0755070227,0.2230986900,1.5264315339,0.8268206439
2026-08-07,external_validation,4,0.0612687264,0.1984969419,1.3702478772,0.6739559901,0.0621136276,0.2017795368,1.4002106885,0.6832499033,0.0614987475,0.1884117645,1.2516773971,0.6764862230,0.0629178239,0.1872968470,1.2219429927,0.6930293056
2026-08-08,external_validation,4,0.0752633222,0.2409250671,1.7390258300,0.8278965441,0.0749958145,0.2414680708,1.7472186994,0.8249539592,0.0624544043,0.1935477771,1.3057831072,0.6869984474,0.0600352614,0.1848957378,1.2271591496,0.6637272412
2026-08-09,external_validation,4,0.0637471496,0.2051972033,1.4258420037,0.7012186459,0.0646131799,0.2087086444,1.4583455512,0.7107449789,0.0717355971,0.2151553807,1.4684600343,0.7890915685,0.0744017670,0.2182295929,1.4743537561,0.8165269496
2026-08-10,external_validation,4,0.0611529386,0.1981783235,1.3675512053,0.6726823250,0.0621295174,0.2018442167,1.4007776003,0.6834246912,0.0513305381,0.1641645485,1.0673185617,0.5646359193,0.0493491023,0.1569171226,1.0038119033,0.5468443084
2026-08-11,external_validation,4,0.0719299808,0.2302371650,1.6444291761,0.7912297893,0.0713273961,0.2294618859,1.6402142001,0.7846013576,0.0525970980,0.1682480784,1.1009102287,0.5785680781,0.0505951023,0.1586523151,1.0102475065,0.5623341585
2026-08-12,external_validation,4,0.0819095017,0.2642023251,1.9514963348,0.9010045185,0.0807245223,0.2609190688,1.9235821248,0.8879697449,0.0530969893,0.1712143475,1.1301925319,0.5840668819,0.0497370227,0.1580523409,1.0124115373,0.5539064718
2026-08-13,external_validation,4,0.0617528784,0.1997183904,1.3800254903,0.6792816627,0.0628761862,0.2038118906,1.4169782037,0.6916380478,0.0463140434,0.1524528950,0.9813266497,0.5094544772,0.0422612727,0.1418488904,0.9028896655,0.4776538221
2026-08-14,external_validation,4,0.0618095512,0.2000391378,1.3833388965,0.6799050635,0.0629460751,0.2041649688,1.4205152969,0.6924068261,0.0642096409,0.1981500801,1.3418254357,0.7063060500,0.0652583011,0.1980592367,1.3295767540,0.7190940442
2026-08-15,external_validation,4,0.0621331706,0.2007723382,1.3888547495,0.6834648771,0.0637992424,0.2063823353,1.4385850137,0.7017916660,0.0559194342,0.1773801026,1.1777646054,0.6151137757,0.0543342159,0.1717797495,1.1282106615,0.6013362911
2026-08-16,external_validation,4,0.0665429976,0.2130013872,1.4915929639,0.7319729732,0.0660761072,0.2128526907,1.4935198914,0.7268371787,0.0529664824,0.1677821673,1.0928204765,0.5826313063,0.0501435966,0.1590638809,1.0193703817,0.5573779849
2026-08-17,external_validation,3,0.0629267092,0.2027421585,1.4050317121,0.6921938008,0.0633896178,0.2051061147,1.4277401369,0.6972857959,0.0607696966,0.1878872631,1.2537047393,0.6684666624,0.0619441212,0.1857556640,1.2176384898,0.6828935035
2026-08-18,external_validation,4,0.0789388794,0.2623476152,1.9531696360,0.8683276736,0.0773991477,0.2574651940,1.9101078822,0.8513906248,0.0593801187,0.1841927132,1.2230773699,0.6531813059,0.0565372386,0.1731134885,1.1206940214,0.6245657566
2026-08-19,external_validation,4,0.0704334486,0.2328727380,1.6869728049,0.7747679341,0.0709316625,0.2338776124,1.6939646472,0.7802482870,0.0546175159,0.1751244331,1.1625803544,0.6007926750,0.0513339545,0.1651015763,1.0781513515,0.5716233875
2026-08-20,external_validation,4,0.0640221050,0.2053227990,1.4255309856,0.7042431555,0.0659632842,0.2118634996,1.4836469391,0.7255961261,0.0931701875,0.3050113412,2.3225841689,1.0248720623,0.1029666193,0.3472465509,2.7163343070,1.1139913793
2026-08-21,external_validation,4,0.0661038746,0.2115790397,1.4799235623,0.7271426208,0.0673563960,0.2156924639,1.5162649992,0.7409203561,0.0668709631,0.2084964525,1.4377014955,0.7355805936,0.0686225455,0.2085007432,1.4207347384,0.7539320771
2026-08-22,external_validation,4,0.0625160143,0.2017452476,1.3967388125,0.6876761578,0.0642473606,0.2075619502,1.4483684844,0.7067209661,0.0574501386,0.1796618587,1.1896402472,0.6319515245,0.0561829545,0.1743422409,1.1398588412,0.6213149251
2026-08-23,external_validation,4,0.0709050312,0.2275703630,1.6224727692,0.7799553437,0.0700146336,0.2259849148,1.6114716753,0.7701609693,0.0594499499,0.1882805606,1.2712152534,0.6539494492,0.0571223693,0.1809155423,1.2079046409,0.6317974571
2026-08-24,external_validation,4,0.0888625550,0.3111792831,2.4260482747,0.9774881055,0.0865498321,0.3014329519,2.3342493856,0.9520481529,0.1024407558,0.3723411282,3.0069298435,1.1268483139,0.1078299602,0.4036256465,3.3122493275,1.1761125331
2026-08-25,external_validation,4,0.0649008091,0.2083768172,1.4526240438,0.7139089001,0.0665734972,0.2141281189,1.5040857071,0.7323084692,0.0566059656,0.1803999520,1.2044265566,0.6226656219,0.0548772898,0.1740143684,1.1466287674,0.6066656250
2026-08-26,external_validation,4,0.0726061718,0.2320544802,1.6594919656,0.7986678897,0.0743628252,0.2398359372,1.7339136550,0.8179910773,0.0903911995,0.2823044501,2.0851426132,0.9943031947,0.0956401250,0.2960684908,2.1951453789,1.0439282503
2026-08-27,external_validation,4,0.0755902448,0.2414508524,1.7423390144,0.8314926925,0.0772287025,0.2489538907,1.8145852266,0.8495157274,0.0791281428,0.2432962714,1.7339320291,0.8704095711,0.0806412273,0.2443871328,1.7311148230,0.8806479382
2026-08-28,external_validation,4,0.0613212595,0.1982938345,1.3677441165,0.6745338545,0.0627574105,0.2029972273,1.4091658250,0.6903315153,0.0537590900,0.1714874006,1.1298495408,0.5913499904,0.0522458977,0.1654051940,1.0752423241,0.5768516852
2026-08-29,external_validation,4,0.0642250366,0.2067087592,1.4392714405,0.7064754029,0.0655244163,0.2114043087,1.4816865997,0.7207685797,0.0592059099,0.1853504266,1.2391717176,0.6512650089,0.0578986989,0.1801769604,1.1907429514,0.6396608865
2026-08-30,external_validation,4,0.0675347049,0.2159767959,1.5175065512,0.7428817534,0.0691008120,0.2220363492,1.5736164232,0.7601089315,0.0565387424,0.1795297613,1.1962855561,0.6219261663,0.0550710455,0.1725727367,1.1303522146,0.6087243792
